loinc_num;copra_id;loinc_long_common_name;copra_name;accuracy;is_match;id
27874-7;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --5. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;497
8072-1;108157;Insulin Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_ja;82;Nein;498
27875-4;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --6. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;499
1612-1;108157;Prolaktin [Masse/Volumen] in Serum oder Plasma --1 Stunde nach Dosis Insulin intravenös;Aufnahme_Insulin_ja;82;Nein;500
27852-3;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --5 Stunden nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;501
47759-6;108157;Somatotropin [Einheiten/Volumen] in Serum oder Plasma --15 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_ja;82;Nein;502
15793-3;108157;Humanes Insulin IgE-Antikörper-RAST-Klasse [Nachweis] in Serum;Aufnahme_Insulin_ja;82;Nein;503
12739-9;108157;Insulin [Masse/Volumen] in Serum oder Plasma --2. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;504
6149-9;108157;Porcines Insulin IgE-Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_ja;82;Nein;505
27863-0;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --2,5 Stunden nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;506
27834-1;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --1,5 Stunden nach 75 g Glucose per os;Aufnahme_Insulin_ja;82;Nein;507
25766-7;108157;Insulin-ähnlicher Wachstumsfaktor [Mol/Volumen] in Serum oder Plasma --4. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;508
50505-7;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --5. Probenmaterial;Aufnahme_Insulin_ja;82;Nein;509
6147-3;108157;Bovines Insulin IgE-Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_ja;82;Nein;510
33818-6;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --8. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;511
32023-4;108157;Insulin-ähnlicher Wachstumsfaktor I [Masse/Volumen] in Blut;Aufnahme_Insulin_ja;82;Nein;512
13896-6;108157;Insulin-ähnlicher Wachstumsfaktor I [Einheiten/Volumen] in Blut;Aufnahme_Insulin_ja;82;Nein;513
8074-7;108157;Humanes Insulin Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_ja;82;Nein;514
47862-8;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --postprandial;Aufnahme_Insulin_ja;82;Nein;515
33654-5;108157;Insulin-ähnlicher Wachstumsfaktor Bindungsprotein 3 [Masse/Volumen] in Serum oder Plasma --1 Stunde nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;516
1451-4;108157;Cortisol [Masse/Volumen] in Serum oder Plasma --vor Dosis Insulin intravenös;Aufnahme_Insulin_ja;82;Nein;517
54267-0;108157;Glucose [Mol/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_ja;82;Nein;518
8073-9;108157;Bovines Insulin Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_ja;82;Nein;519
1618-8;108157;Prolaktin [Masse/Volumen] in Serum oder Plasma --45 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_ja;82;Nein;520
50503-2;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --3. Probenmaterial;Aufnahme_Insulin_ja;82;Nein;521
1398-7;108157;Cortisol [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_ja;82;Nein;522
27830-9;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --1 Stunde nach 75 g Glucose per os;Aufnahme_Insulin_ja;82;Nein;523
25760-0;108157;Insulin-ähnlicher Wachstumsfaktor [Mol/Volumen] in Serum oder Plasma --12. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;524
1609-7;108157;Prolaktin [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_ja;82;Nein;525
20448-7;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma;Aufnahme_Insulin_ja;82;Nein;526
15794-1;108157;Porcines Insulin IgE-Antikörper-RAST-Klasse [Nachweis] in Serum;Aufnahme_Insulin_ja;82;Nein;527
50508-1;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --8. Probenmaterial;Aufnahme_Insulin_ja;82;Nein;528
56946-7;108157;Insulin [Einheiten/Volumen] in Serum oder Plasma --2 Tage nach XXX Stimulation;Aufnahme_Insulin_ja;82;Nein;529
1618-8;108158;Prolaktin [Masse/Volumen] in Serum oder Plasma --45 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;530
12739-9;108158;Insulin [Masse/Volumen] in Serum oder Plasma --2. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;531
6901-3;108158;Insulin frei [Einheiten/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;532
12744-9;108158;Insulin [Masse/Volumen] in Serum oder Plasma --7. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;533
1570-1;108158;Insulin [Masse/Volumen] in Serum oder Plasma --Basislinie;Aufnahme_Insulin_nein;74;Nein;534
15793-3;108158;Humanes Insulin IgE-Antikörper-RAST-Klasse [Nachweis] in Serum;Aufnahme_Insulin_nein;74;Nein;535
1621-2;108158;Prolaktin [Masse/Volumen] in Serum oder Plasma --vor Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;536
27830-9;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --1 Stunde nach 75 g Glucose per os;Aufnahme_Insulin_nein;74;Nein;537
47663-0;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --30 Minuten nach Dosis Glucose;Aufnahme_Insulin_nein;74;Nein;538
1573-5;108158;Insulin [Masse/Volumen] in Serum oder Plasma --nach 12 Stunden Nahrungskarenz;Aufnahme_Insulin_nein;74;Nein;539
50751-7;108158;Glucose [Masse/Volumen] in Serum oder Plasma --15 Minuten nach 0,1 U/kg Insulin;Aufnahme_Insulin_nein;74;Nein;540
50505-7;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --5. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;541
25766-7;108158;Insulin-ähnlicher Wachstumsfaktor [Mol/Volumen] in Serum oder Plasma --4. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;542
32023-4;108158;Insulin-ähnlicher Wachstumsfaktor I [Masse/Volumen] in Blut;Aufnahme_Insulin_nein;74;Nein;543
18234-5;108158;Insulin [Nachweis] in unbekannter Substanz;Aufnahme_Insulin_nein;74;Nein;544
27874-7;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --5. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;545
50503-2;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --3. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;546
50502-4;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --2. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;547
8073-9;108158;Bovines Insulin Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;548
33654-5;108158;Insulin-ähnlicher Wachstumsfaktor Bindungsprotein 3 [Masse/Volumen] in Serum oder Plasma --1 Stunde nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;549
43942-2;108158;Insulin frei [Masse/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;550
25759-2;108158;Insulin-ähnlicher Wachstumsfaktor [Mol/Volumen] in Serum oder Plasma --11. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;551
50442-3;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --20 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;552
25768-3;108158;Insulin-ähnlicher Wachstumsfaktor [Mol/Volumen] in Serum oder Plasma --6. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;553
33816-0;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --2. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;554
50753-3;108158;Somatotropin [Masse/Volumen] in Serum oder Plasma --15 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;555
1553-7;108158;Glucose [Masse/Volumen] in Serum oder Plasma --vor Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;556
60463-7;108158;Insulin Antikörper [Mol/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;557
40290-9;108158;Insulin [Mol/Volumen] in Serum oder Plasma --1,5 Stunden nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;558
33813-7;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --14. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;559
30362-8;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --30 Minuten nach 75 g Glucose per os;Aufnahme_Insulin_nein;74;Nein;560
50506-5;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --6. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;561
47762-0;108158;Somatotropin [Einheiten/Volumen] in Serum oder Plasma --1 Stunde nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;562
1360-7;108158;Corticotropin [Masse/Volumen] in Plasma --1 Stunde nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;563
56546-5;108158;Insulin Antikörper [Einheiten/Volumen] in Serum mit Immunoassay;Aufnahme_Insulin_nein;74;Nein;564
1451-4;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --vor Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;565
33814-5;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --15. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;566
2482-8;108158;Insulin Antikörper [Masse/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;567
33811-1;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --12. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;568
27867-1;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --7. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;569
1404-3;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --1 Stunde nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;570
50441-5;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --30 Minuten vor Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;571
29775-4;108158;Insulin-ähnlicher Wachstumsfaktor I [Mol/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;572
1637-8;108158;Somatotropin [Masse/Volumen] in Serum oder Plasma --vor Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;573
47770-3;108158;Somatotropin [Einheiten/Volumen] in Serum oder Plasma --30 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;574
50507-3;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --7. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;575
55389-1;108158;Insulin [Mol/Volumen] in Serum oder Plasma --5 Stunden nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;576
50504-0;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --4. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;577
5232-4;108158;Insulin Antikörper [Einheiten/Volumen] in Serum mit Radioimmunoassay;Aufnahme_Insulin_nein;74;Nein;578
33817-8;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --3. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;579
1629-5;108158;Somatotropin [Masse/Volumen] in Serum oder Plasma --1 Stunde nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;580
33810-3;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --11. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;581
47753-9;108158;Somatotropin [Einheiten/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;582
12722-5;108158;Insulin-ähnlicher Wachstumsfaktor Bindungsprotein 1 [Masse/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;583
56523-4;108158;Insulin-ähnlicher Wachstumsfaktor I [Masse/Volumen] in Serum oder Plasma --15 Minuten nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;584
47862-8;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --postprandial;Aufnahme_Insulin_nein;74;Nein;585
47773-7;108158;Somatotropin [Einheiten/Volumen] in Serum oder Plasma --45 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;586
12741-5;108158;Insulin [Masse/Volumen] in Serum oder Plasma --4. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;587
1524-8;108158;Glucose [Masse/Volumen] in Serum oder Plasma --30 Minuten nach 0,1 U/kg Insulin;Aufnahme_Insulin_nein;74;Nein;588
27852-3;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --5 Stunden nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;589
8072-1;108158;Insulin Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;590
17019-1;108158;Insulin-ähnlicher Wachstumsfaktor I [Masse/Volumen] in Serum oder Plasma --2 Stunden nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;591
8075-4;108158;Porcines Insulin Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;592
25447-4;108158;Insulin frei [Mol/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;593
27218-7;108158;Chinin [Masse/Volumen] in Urin;Aufnahme_Insulin_nein;61;Nein;594
15794-1;108158;Porcines Insulin IgE-Antikörper-RAST-Klasse [Nachweis] in Serum;Aufnahme_Insulin_nein;74;Nein;595
27860-6;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --2 Stunden nach 75 g Glucose per os;Aufnahme_Insulin_nein;74;Nein;596
14796-7;108158;Insulin [Mol/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;597
27832-5;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --4. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;598
33812-9;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --13. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;599
46403-2;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --2 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;600
1627-9;108158;Somatotropin [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;601
25697-4;108158;Insulin [Mol/Volumen] in Serum oder Plasma --7. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;602
27873-9;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --nach Nahrungskarenz;Aufnahme_Insulin_nein;74;Nein;603
11087-4;108158;Insulin Antikörper [Titer] in Serum;Aufnahme_Insulin_nein;74;Nein;604
57668-6;108158;Insulin-ähnlicher Wachstumsfaktor Bindungsprotein 3 [Masse/Volumen] in Serum oder Plasma --10 Minuten nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;605
1419-1;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --30 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;606
12757-1;108158;Insulin [Masse/Volumen] in Serum oder Plasma --30 Minuten vor XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;607
33815-2;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --1. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;608
50508-1;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --8. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;609
56946-7;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --2 Tage nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;610
33819-4;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --9. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;611
27828-3;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --3 Stunden nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;612
2481-0;108158;Insulin Antikörper [Nachweis] in Serum;Aufnahme_Insulin_nein;74;Nein;613
13896-6;108158;Insulin-ähnlicher Wachstumsfaktor I [Einheiten/Volumen] in Blut;Aufnahme_Insulin_nein;74;Nein;614
33808-7;108158;Insulin-ähnlicher Wachstumsfaktor Bindungsprotein 3 [Mol/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;615
54267-0;108158;Glucose [Mol/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;616
27834-1;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --1,5 Stunden nach 75 g Glucose per os;Aufnahme_Insulin_nein;74;Nein;617
3695-4;108158;Insulin [Masse/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;618
27056-1;108158;Citrullin [Mol/Volumen] in Urin;Aufnahme_Insulin_nein;62;Nein;619
25760-0;108158;Insulin-ähnlicher Wachstumsfaktor [Mol/Volumen] in Serum oder Plasma --12. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;620
6148-1;108158;Humanes Insulin IgE-Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;621
6149-9;108158;Porcines Insulin IgE-Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;622
27863-0;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --2,5 Stunden nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;623
1424-1;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --45 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;624
25690-9;108158;Insulin [Mol/Volumen] in Serum oder Plasma --15. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;625
8074-7;108158;Humanes Insulin Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;626
1363-1;108158;Corticotropin [Masse/Volumen] in Plasma --30 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;627
73561-3;108158;Insulin-ähnlicher Wachstumsfaktor I [Z-Score] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;628
33809-5;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --10. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;629
20448-7;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;630
27826-7;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --2 Stunden nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;631
17029-0;108158;Isoleucin [Nachweis] in Urin;Aufnahme_Insulin_nein;62;Nein;632
47759-6;108158;Somatotropin [Einheiten/Volumen] in Serum oder Plasma --15 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;633
27875-4;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --6. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;634
2636-9;108158;Mianserin [Masse/Volumen] in Urin;Aufnahme_Insulin_nein;62;Nein;635
26965-4;108158;Isoleucin [Mol/Volumen] in Urin;Aufnahme_Insulin_nein;62;Nein;636
1609-7;108158;Prolaktin [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;637
25686-7;108158;Insulin [Mol/Volumen] in Serum oder Plasma --11. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;638
1398-7;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --1,5 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;639
50501-6;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --1. Probenmaterial;Aufnahme_Insulin_nein;74;Nein;640
15792-5;108158;Bovines Insulin IgE-Antikörper-RAST-Klasse [Nachweis] in Serum;Aufnahme_Insulin_nein;74;Nein;641
1612-1;108158;Prolaktin [Masse/Volumen] in Serum oder Plasma --1 Stunde nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;642
50752-5;108158;Cortisol [Masse/Volumen] in Serum oder Plasma --15 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;643
1631-1;108158;Somatotropin [Masse/Volumen] in Serum oder Plasma --30 Minuten nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;644
46404-0;108158;Somatotropin [Masse/Volumen] in Serum oder Plasma --2 Stunden nach Dosis Insulin intravenös;Aufnahme_Insulin_nein;74;Nein;645
2483-6;108158;Insulin-ähnlicher Wachstumsfaktor Bindungsprotein 3 [Masse/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;646
6147-3;108158;Bovines Insulin IgE-Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;647
33818-6;108158;Insulin [Einheiten/Volumen] in Serum oder Plasma --8. Probenmaterial nach XXX Stimulation;Aufnahme_Insulin_nein;74;Nein;648
2484-4;108158;Insulin-ähnlicher Wachstumsfaktor I [Masse/Volumen] in Serum oder Plasma;Aufnahme_Insulin_nein;74;Nein;649
56533-3;108158;Insulin IgG-Antikörper [Einheiten/Volumen] in Serum;Aufnahme_Insulin_nein;74;Nein;650
81324-6;108161;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Aufnahme_Medikamente_Schwangerschaft_Text;64;Nein;651
10162-6;108161;Anamnese früherer Schwangerschaften - Freitext;Aufnahme_Medikamente_Schwangerschaft_Text;61;Nein;652
82810-3;108161;Schwangerschaftsstatus;Aufnahme_Medikamente_Schwangerschaft_Text;63;Nein;653
90767-5;108161;Übersicht der Schwangerschaft - Dokument;Aufnahme_Medikamente_Schwangerschaft_Text;71;Nein;654
10163-4;108161;Anamnese früherer Schwangerschaften;Aufnahme_Medikamente_Schwangerschaft_Text;64;Nein;655
10163-4;108162;Anamnese früherer Schwangerschaften;Aufnahme_Probleme_Schwangerschaft_Text;63;Nein;658
81324-6;108162;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Aufnahme_Probleme_Schwangerschaft_Text;68;Nein;659
10163-4;108130;Anamnese früherer Schwangerschaften;Aufnahme_Schwangerschaft_ICSI;63;Nein;660
81324-6;108130;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Aufnahme_Schwangerschaft_ICSI;86;Nein;661
82810-3;108130;Schwangerschaftsstatus;Aufnahme_Schwangerschaft_ICSI;71;Nein;662
90767-5;108130;Übersicht der Schwangerschaft - Dokument;Aufnahme_Schwangerschaft_ICSI;86;Nein;663
82810-3;108162;Schwangerschaftsstatus;Aufnahme_Probleme_Schwangerschaft_Text;67;Ja;657
10163-4;108131;Anamnese früherer Schwangerschaften;Aufnahme_Schwangerschaft_IVF;64;Nein;664
90767-5;108131;Übersicht der Schwangerschaft - Dokument;Aufnahme_Schwangerschaft_IVF;88;Nein;665
81324-6;108131;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Aufnahme_Schwangerschaft_IVF;88;Nein;666
82810-3;108131;Schwangerschaftsstatus;Aufnahme_Schwangerschaft_IVF;73;Nein;667
81324-6;108129;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Aufnahme_Schwangerschaft_sonstige;100;Nein;668
10163-4;108129;Anamnese früherer Schwangerschaften;Aufnahme_Schwangerschaft_sonstige;61;Nein;670
10163-4;108132;Anamnese früherer Schwangerschaften;Aufnahme_Schwangerschaft_spontan;69;Nein;672
81324-6;108132;Glucose-Toleranz über 2 Stunden in der Schwangerschaft (Liste) - Serum oder Plasma;Aufnahme_Schwangerschaft_spontan;91;Nein;673
17604-0;108246;Volumen von 24-Stunden-Schweiß;Aufnahme_Sectio_sekundaer;60;Nein;676
26436-6;100781;Laboruntersuchungen;Beatmung_Anfeuchtung_Balken;60;Nein;677
18727-8;101607;Serologie;Beatmung_Anordnung_AbbruchkriterienNeurologie;84;Nein;678
18725-2;101607;Mikrobiologie;Beatmung_Anordnung_AbbruchkriterienNeurologie;61;Nein;679
26438-2;101607;Zytologie;Beatmung_Anordnung_AbbruchkriterienNeurologie;63;Nein;680
26435-8;101607;Molekularpathologie;Beatmung_Anordnung_AbbruchkriterienNeurologie;62;Nein;681
18726-0;101607;Radiologie;Beatmung_Anordnung_AbbruchkriterienNeurologie;70;Nein;682
18723-7;101607;Hämatologie;Beatmung_Anordnung_AbbruchkriterienNeurologie;60;Nein;683
18972-0;100800;Polymyxin B [Empfindlichkeit];Beatmung_Anordnung_O2Lmin;67;Nein;684
3148-4;100802;Sauerstoff [Partialdruck] in Gas;Beatmung_Anordnung_SauerstoffFlow;71;Nein;685
34163-6;100802;Sauerstoffgehalt in Blut;Beatmung_Anordnung_SauerstoffFlow;63;Nein;686
11556-8;100802;Sauerstoff [Partialdruck] in Blut;Beatmung_Anordnung_SauerstoffFlow;69;Nein;687
26436-6;101482;Laboruntersuchungen;Beatmung_Einstellung_Anfeuchtung;60;Nein;688
8867-4;100250;Herzfrequenz;Beatmung_Einstellung_FrequenzHFOV;67;Nein;689
9279-1;100250;Atemfrequenz;Beatmung_Einstellung_FrequenzHFOV;67;Nein;690
18833-4;100251;Erstes Körpergewicht;Beatmung_Einstellung_idealesKoerpergewicht;75;Nein;691
29463-7;100251;Körpergewicht;Beatmung_Einstellung_idealesKoerpergewicht;73;Nein;692
8336-0;100251;Körpergewicht [Perzentil] pro Alter;Beatmung_Einstellung_idealesKoerpergewicht;65;Nein;693
3141-9;100251;Körpergewicht, gemessen;Beatmung_Einstellung_idealesKoerpergewicht;71;Nein;694
8867-4;100253;Herzfrequenz;Beatmung_Einstellung_IMVFrequenz;70;Nein;695
9279-1;100253;Atemfrequenz;Beatmung_Einstellung_IMVFrequenz;78;Nein;696
9279-1;100259;Atemfrequenz;Beatmung_Einstellung_IPPVFrequenz;67;Nein;697
8867-4;100259;Herzfrequenz;Beatmung_Einstellung_IPPVFrequenz;67;Nein;698
18912-6;100261;Colistin [Empfindlichkeit];Beatmung_Einstellung_Leistung;62;Nein;699
100055-3;102569;Optochin [Empfindlichkeit];Beatmung_Einstellung_Phoch;62;Nein;700
2703-7;101481;Sauerstoff [Partialdruck] in arteriellem Blut;Beatmung_Einstellung_Sauerstoff;100;Nein;701
28649-2;101481;Sauerstoff [Partialdruck] in venösem Nabelschnurblut;Beatmung_Einstellung_Sauerstoff;100;Nein;702
