loinc_num;copra_id;loinc_shortname;copra_name;accuracy;is_match;id
55805-6;103433;cycloSPORINE Bld LC/MS/MS-mCnc;Beatmung_MS_Avea_Vti;67;Nein;290
74097-7;103433;Tacrolimus Bld LC/MS/MS-mCnc;Beatmung_MS_Avea_Vti;67;Nein;291
75756-7;103433;Bacteria Islt MS.MALDI-TOF;Beatmung_MS_Avea_Vti;67;Nein;292
92726-9;103433;17OHP DBS LC/MS/MS-mCnc;Beatmung_MS_Avea_Vti;67;Nein;293
33863-2;104784;Cystatin C SerPl-mCnc;Beatmung_MS_C2_Cstat;62;Nein;294
26714-6;104803;PPA Mec-mCnt;Beatmung_MS_C2_Ppeak;61;Nein;295
13538-4;104785;CO2 Ur-sCnc;Beatmung_MS_C2_RCexsp;63;Nein;296
2379-6;104785;GST RBC-cCnc;Beatmung_MS_C2_RCexsp;60;Nein;297
26454-9;104785;RBC # CSF;Beatmung_MS_C2_RCexsp;67;Nein;298
26459-8;104785;nRBC # CSF;Beatmung_MS_C2_RCexsp;62;Nein;299
51641-9;104785;MSCV RBC;Beatmung_MS_C2_RCexsp;62;Nein;300
17516-6;104786;Renin sup Plas-cCnc;Beatmung_MS_C2_Rinsp;60;Nein;301
2917-3;104786;Renin sup Plas-mCnc;Beatmung_MS_C2_Rinsp;60;Nein;302
14040-0;104788;CO2 Stl-sCnc;Beatmung_MS_C2_TE;60;Nein;303
14040-0;104789;CO2 Stl-sCnc;Beatmung_MS_C2_TI;60;Nein;304
3058-5;104789;TPI Ser-cCnc;Beatmung_MS_C2_TI;60;Nein;305
43951-3;104789;CD2 Cells # Tiss;Beatmung_MS_C2_TI;64;Nein;306
19817-6;103289;Complications;Beatmung_MS_Evita2_Compliance;69;Nein;307
1714-5;103292;PACP Ser-cCnc;Beatmung_MS_Evita2_CPAP;60;Nein;308
20420-6;103292;PACP Ser-mCnc;Beatmung_MS_Evita2_CPAP;60;Nein;309
19817-6;103329;Complications;Beatmung_MS_Evita4_Compliance;69;Nein;310
8478-0;103317;BP mean;Beatmung_MS_Evita4_Pmean;67;Nein;311
52751-5;103827;aPTT-FS PPP;Beatmung_MS_EzPAP_PAP;61;Nein;312
2962-9;103036;GH Amn-mCnc;Beatmung_MS_G5_fspontan;60;Nein;313
2022-2;106412;pCO2 CSF;Beatmung_MS_G5_petCO2;60;Nein;314
3148-4;106412;pO2 Gas;Beatmung_MS_G5_petCO2;63;Nein;315
2381-2;102909;GSS RBC-mCnc;Beatmung_MS_G5_RCexsp;60;Nein;316
2382-0;102909;GSH RBC-mCnc;Beatmung_MS_G5_RCexsp;60;Nein;317
2965-2;102909;Sp Gr Ur;Beatmung_MS_G5_RCexsp;62;Nein;318
51641-9;102909;MSCV RBC;Beatmung_MS_G5_RCexsp;62;Nein;319
2965-2;102906;Sp Gr Ur;Beatmung_MS_G5_Rexsp;67;Nein;320
3148-4;106413;pO2 Gas;Beatmung_MS_G5_SpO2;71;Nein;321
49723-0;102916;Tea IgG-mCnc;Beatmung_MS_G5_TE;60;Nein;322
16551-4;107849;CO2 BldC-sCnc;Beatmung_MS_Leoni_DCO2;60;Nein;323
2026-3;107849;CO2 BldA-sCnc;Beatmung_MS_Leoni_DCO2;60;Nein;324
2027-1;107849;CO2 BldV-sCnc;Beatmung_MS_Leoni_DCO2;60;Nein;325
20565-8;107849;CO2 Bld-sCnc;Beatmung_MS_Leoni_DCO2;63;Nein;326
47282-9;107849;MCV BldCo;Beatmung_MS_Leoni_DCO2;62;Nein;327
47283-7;107849;PMV BldCo;Beatmung_MS_Leoni_DCO2;62;Nein;328
2022-2;107833;pCO2 CSF;Beatmung_MS_Leoni_O2;62;Nein;329
3148-4;107833;pO2 Gas;Beatmung_MS_Leoni_O2;67;Nein;330
52751-5;107836;aPTT-FS PPP;Beatmung_MS_Leoni_Peep_CPAP;61;Nein;331
8478-0;107835;BP mean;Beatmung_MS_Leoni_Pmean;67;Nein;332
19840-8;107842;Breaths.spont+mech on vent;Beatmung_MS_Leoni_Spont;77;Nein;333
100342-5;107839;VOCs (volatiles) SARS-CoV-2 ExG Ql GC-MS;Beatmung_MS_Leoni_Vti;67;Nein;334
1827-5;107839;A1AT MS SerPl-mCnc;Beatmung_MS_Leoni_Vti;67;Nein;335
55805-6;107839;cycloSPORINE Bld LC/MS/MS-mCnc;Beatmung_MS_Leoni_Vti;67;Nein;336
74097-7;107839;Tacrolimus Bld LC/MS/MS-mCnc;Beatmung_MS_Leoni_Vti;67;Nein;337
75756-7;107839;Bacteria Islt MS.MALDI-TOF;Beatmung_MS_Leoni_Vti;67;Nein;338
92726-9;107839;17OHP DBS LC/MS/MS-mCnc;Beatmung_MS_Leoni_Vti;67;Nein;339
3148-4;104035;pO2 Gas;Beatmung_MS_NO2;62;Nein;340
162-8;104734;Cephalothin Islt KB;Beatmung_MS_Pallas_Halothan_exsp;60;Nein;341
160-2;104733;Cephalothin Islt MLC;Beatmung_MS_Pallas_Halothan_insp;67;Nein;342
161-0;104733;Cephalothin Islt MIC;Beatmung_MS_Pallas_Halothan_insp;67;Nein;343
162-8;104733;Cephalothin Islt KB;Beatmung_MS_Pallas_Halothan_insp;63;Nein;344
18900-1;104733;Cephalothin Susc Islt;Beatmung_MS_Pallas_Halothan_insp;65;Nein;345
20388-5;104737;Nitrofurazone Susc Islt;Beatmung_MS_Pallas_Isofluran_insp;60;Nein;346
2022-2;104731;pCO2 CSF;Beatmung_MS_Pallas_O2_exsp;62;Nein;347
3148-4;104731;pO2 Gas;Beatmung_MS_Pallas_O2_exsp;67;Nein;348
8478-0;104772;BP mean;Beatmung_MS_Pallas_Pmean;67;Nein;349
10862-1;104245;BM Ab Titr Ser;Beatmung_MS_Servoi_AF;62;Nein;350
14905-4;104245;Vit A SerPl-sCnc;Beatmung_MS_Servoi_AF;64;Nein;351
1834-1;104245;AFP SerPl-mCnc;Beatmung_MS_Servoi_AF;62;Nein;352
19177-5;104245;AFP SerPl-sCnc;Beatmung_MS_Servoi_AF;62;Nein;353
2923-1;104245;Vit A SerPl-mCnc;Beatmung_MS_Servoi_AF;64;Nein;354
5204-3;104245;HSV Ab Titr Ser CF;Beatmung_MS_Servoi_AF;60;Nein;355
5243-1;104245;MeV Ab Titr Ser CF;Beatmung_MS_Servoi_AF;60;Nein;356
5249-8;104245;MuV Ab Titr Ser CF;Beatmung_MS_Servoi_AF;60;Nein;357
5250-6;104245;MuV Ab Titr Ser IF;Beatmung_MS_Servoi_AF;60;Nein;358
5259-7;104245;MBP Ab Titr Ser IF;Beatmung_MS_Servoi_AF;60;Nein;359
9513-3;104245;CMV Ab Titr Ser CF;Beatmung_MS_Servoi_AF;60;Nein;360
9838-4;104245;LKM Ab Titr Ser IF;Beatmung_MS_Servoi_AF;60;Nein;361
10862-1;104246;BM Ab Titr Ser;Beatmung_MS_Servoi_Afspont;62;Nein;362
14905-4;104246;Vit A SerPl-sCnc;Beatmung_MS_Servoi_Afspont;64;Nein;363
1834-1;104246;AFP SerPl-mCnc;Beatmung_MS_Servoi_Afspont;62;Nein;364
19177-5;104246;AFP SerPl-sCnc;Beatmung_MS_Servoi_Afspont;62;Nein;365
2923-1;104246;Vit A SerPl-mCnc;Beatmung_MS_Servoi_Afspont;64;Nein;366
5204-3;104246;HSV Ab Titr Ser CF;Beatmung_MS_Servoi_Afspont;60;Nein;367
5243-1;104246;MeV Ab Titr Ser CF;Beatmung_MS_Servoi_Afspont;60;Nein;368
5249-8;104246;MuV Ab Titr Ser CF;Beatmung_MS_Servoi_Afspont;60;Nein;369
5250-6;104246;MuV Ab Titr Ser IF;Beatmung_MS_Servoi_Afspont;60;Nein;370
5259-7;104246;MBP Ab Titr Ser IF;Beatmung_MS_Servoi_Afspont;60;Nein;371
9513-3;104246;CMV Ab Titr Ser CF;Beatmung_MS_Servoi_Afspont;60;Nein;372
9838-4;104246;LKM Ab Titr Ser IF;Beatmung_MS_Servoi_Afspont;60;Nein;373
14246-3;104236;PS IgM Ser-aCnc;Beatmung_MS_Servoi_Cdyn;62;Nein;374
14622-5;104236;Vit C SerPl-sCnc;Beatmung_MS_Servoi_Cdyn;60;Nein;375
14910-4;104236;Serotonin Ser-sCnc;Beatmung_MS_Servoi_Cdyn;62;Nein;376
1903-4;104236;Vit C SerPl-mCnc;Beatmung_MS_Servoi_Cdyn;60;Nein;377
27057-9;104236;Serotonin Ser-mCnc;Beatmung_MS_Servoi_Cdyn;62;Nein;378
29536-0;104236;WNV IgM Ser-aCnc;Beatmung_MS_Servoi_Cdyn;60;Nein;379
31409-6;104236;SNV IgM Ser-aCnc;Beatmung_MS_Servoi_Cdyn;60;Nein;380
38476-8;104236;MIS SerPl-mCnc;Beatmung_MS_Servoi_Cdyn;64;Nein;381
7992-1;104236;RSV IgM Ser-aCnc;Beatmung_MS_Servoi_Cdyn;60;Nein;382
8048-1;104236;VZV IgM Ser-aCnc;Beatmung_MS_Servoi_Cdyn;60;Nein;383
8056-4;104236;YFV IgM Ser-aCnc;Beatmung_MS_Servoi_Cdyn;60;Nein;384
14581-3;104247;APAP SerPl-sCnc;Beatmung_MS_Servoi_CPAP;62;Nein;385
14622-5;104247;Vit C SerPl-sCnc;Beatmung_MS_Servoi_CPAP;60;Nein;386
14905-4;104247;Vit A SerPl-sCnc;Beatmung_MS_Servoi_CPAP;60;Nein;387
1726-9;104247;cAMP SerPl-mCnc;Beatmung_MS_Servoi_CPAP;62;Nein;388
1903-4;104247;Vit C SerPl-mCnc;Beatmung_MS_Servoi_CPAP;60;Nein;389
25498-7;104247;cAMP SerPl-sCnc;Beatmung_MS_Servoi_CPAP;62;Nein;390
26035-6;104247;Serotonin Plas-sCnc;Beatmung_MS_Servoi_CPAP;61;Nein;391
2923-1;104247;Vit A SerPl-mCnc;Beatmung_MS_Servoi_CPAP;60;Nein;392
3298-7;104247;APAP SerPl-mCnc;Beatmung_MS_Servoi_CPAP;62;Nein;393
26607-2;104235;Cystathionin SerPl-sCnc;Beatmung_MS_Servoi_Cstatic;60;Nein;394
33863-2;104235;Cystatin C SerPl-mCnc;Beatmung_MS_Servoi_Cstatic;63;Nein;395
2462-0;104230;IgE Ser-mCnc;Beatmung_MS_Servoi_E;61;Nein;396
83104-0;104226;MIS SerPl IA-mCnc;Beatmung_MS_Servoi_Edi_min;65;Nein;397
10898-5;110915;EEEV IgM Titr Ser IF;Beatmung_MS_Servoi_I_E;61;Nein;398
22261-2;110915;EEEV IgM Titr Ser;Beatmung_MS_Servoi_I_E;60;Nein;399
35695-6;110915;CEV IgM Titr Ser;Beatmung_MS_Servoi_I_E;62;Nein;400
43330-0;110915;EEEV IgM Titr Ser IA;Beatmung_MS_Servoi_I_E;61;Nein;401
49141-5;110915;CEV IgM Titr Ser IF;Beatmung_MS_Servoi_I_E;62;Nein;402
55925-2;110915;IgM Ser Elph-mCnc;Beatmung_MS_Servoi_I_E;60;Nein;403
6812-2;110915;DENV IgM Titr Ser;Beatmung_MS_Servoi_I_E;60;Nein;404
71711-6;110915;EBOV IgM Titr Ser IA;Beatmung_MS_Servoi_I_E;61;Nein;405
83085-1;110915;CEA SerPl IA-mCnc;Beatmung_MS_Servoi_I_E;60;Nein;406
22411-3;104242;LCMV IgM Titr Ser;Beatmung_MS_Servoi_MVe;60;Nein;407
22420-4;104242;MuV IgM Titr Ser;Beatmung_MS_Servoi_MVe;62;Nein;408
81112-5;104242;MVEV IgG Titr Ser;Beatmung_MS_Servoi_MVe;60;Nein;409
81113-3;104242;MVEV IgM Ser Ql;Beatmung_MS_Servoi_MVe;64;Nein;410
81114-1;104242;MVEV IgM Titr Ser;Beatmung_MS_Servoi_MVe;67;Nein;411
22411-3;104244;LCMV IgM Titr Ser;Beatmung_MS_Servoi_Mve_spont;60;Nein;412
22420-4;104244;MuV IgM Titr Ser;Beatmung_MS_Servoi_Mve_spont;62;Nein;413
81112-5;104244;MVEV IgG Titr Ser;Beatmung_MS_Servoi_Mve_spont;60;Nein;414
81113-3;104244;MVEV IgM Ser Ql;Beatmung_MS_Servoi_Mve_spont;64;Nein;415
81114-1;104244;MVEV IgM Titr Ser;Beatmung_MS_Servoi_Mve_spont;67;Nein;416
22411-3;104243;LCMV IgM Titr Ser;Beatmung_MS_Servoi_MVi;60;Nein;417
22420-4;104243;MuV IgM Titr Ser;Beatmung_MS_Servoi_MVi;62;Nein;418
81114-1;104243;MVEV IgM Titr Ser;Beatmung_MS_Servoi_MVi;60;Nein;419
13414-8;104249;Serine Amn-mCnc;Beatmung_MS_Servoi_Pmean;60;Nein;420
28009-9;104249;Specimen vol Ur;Beatmung_MS_Servoi_Pmean;60;Nein;421
33514-1;104249;Specimen vol Sweat;Beatmung_MS_Servoi_Pmean;61;Nein;422
3964-4;104251;PPA SerPl-mCnc;Beatmung_MS_Servoi_Ppeak;62;Nein;423
4090-7;104251;Vancomycin Peak SerPl-mCnc;Beatmung_MS_Servoi_Ppeak;63;Nein;424
14611-8;104250;ANA Pat Ser-Imp;Beatmung_MS_Servoi_Pplat;60;Nein;425
3964-4;104250;PPA SerPl-mCnc;Beatmung_MS_Servoi_Pplat;62;Nein;426
49310-6;104250;ANA Pat Ser-Imp;Beatmung_MS_Servoi_Pplat;60;Nein;427
14910-4;104233;Serotonin Ser-sCnc;Beatmung_MS_Servoi_Re;60;Nein;428
27057-9;104233;Serotonin Ser-mCnc;Beatmung_MS_Servoi_Re;60;Nein;429
14910-4;104234;Serotonin Ser-sCnc;Beatmung_MS_Servoi_Ri;60;Nein;430
27057-9;104234;Serotonin Ser-mCnc;Beatmung_MS_Servoi_Ri;60;Nein;431
48138-2;104234;NSE SerPl RIA-mCnc;Beatmung_MS_Servoi_Ri;60;Nein;432
23868-3;110917;SNV IgM Titr Ser;Beatmung_MS_Servoi_Ti_Tges;61;Nein;433
26061-2;110917;TBEV Ab Titr Ser;Beatmung_MS_Servoi_Ti_Tges;61;Nein;434
22607-6;104238;VEEV Ab Titr Ser;Beatmung_MS_Servoi_Vee;62;Nein;435
22616-7;104238;WEEV IgM Titr Ser;Beatmung_MS_Servoi_Vee;60;Nein;436
23546-5;104238;VEEV IgM Ser Ql;Beatmung_MS_Servoi_Vee;64;Nein;437
8051-5;104238;VEEV IgM Ser-aCnc;Beatmung_MS_Servoi_Vee;60;Nein;438
2462-0;104239;IgE Ser-mCnc;Beatmung_MS_Servoi_Vte;61;Nein;439
2460-4;104240;IgD Ser-mCnc;Beatmung_MS_Servoi_Vti;61;Nein;440
2462-0;104240;IgE Ser-mCnc;Beatmung_MS_Servoi_Vti;61;Nein;441
9574-5;104240;RSV IgM Titr Ser IF;Beatmung_MS_Servoi_Vti;60;Nein;442
33331-0;104232;WNV IgM Titr Ser;Beatmung_MS_Servoi_WOBv;60;Nein;443
2022-2;107882;pCO2 CSF;Beatmung_MS_T1_petCO2;60;Nein;444
4121-0;103264;Amobarbital Dose;Beatmung_MS_VisionA_AMVtotal;64;Nein;445
12585-6;103265;Creat 2h Ur-mRate;Beatmung_MS_VisionA_BreathRate;60;Nein;446
12586-4;103265;Creat 4h Ur-mRate;Beatmung_MS_VisionA_BreathRate;60;Nein;447
12587-2;103265;Creat 6h Ur-mRate;Beatmung_MS_VisionA_BreathRate;60;Nein;448
12588-0;103265;Creat 8h Ur-mRate;Beatmung_MS_VisionA_BreathRate;60;Nein;449
13754-7;103265;Hippurate/Creat Ur;Beatmung_MS_VisionA_BreathRate;65;Nein;450
21112-8;103265;Birth date;Beatmung_MS_VisionA_BreathRate;61;Nein;451
29528-7;103265;Hippurate/Creat Ur-sRto;Beatmung_MS_VisionA_BreathRate;61;Nein;452
33798-0;103265;Creat 2h Ur-sRate;Beatmung_MS_VisionA_BreathRate;60;Nein;453
53120-2;103265;Creat 1h Ur-sRate;Beatmung_MS_VisionA_BreathRate;60;Nein;454
70266-2;103265;Creat Prt/Ser;Beatmung_MS_VisionA_BreathRate;62;Nein;455
8867-4;103265;Heart rate;Beatmung_MS_VisionA_BreathRate;61;Nein;456
93733-4;103265;Creat 5h Ur-mRate;Beatmung_MS_VisionA_BreathRate;60;Nein;457
93734-2;103265;Creat 5h Ur-sRate;Beatmung_MS_VisionA_BreathRate;60;Nein;458
18970-4;102885;Pip+Tazo Susc Islt;Beatmung_MS_VisionA_PIP;67;Nein;459
411-9;102885;Pip+Tazo Islt MLC;Beatmung_MS_VisionA_PIP;67;Nein;460
412-7;102885;Pip+Tazo Islt MIC;Beatmung_MS_VisionA_PIP;67;Nein;461
413-5;102885;Pip+Tazo Islt KB;Beatmung_MS_VisionA_PIP;67;Nein;462
414-3;102885;Pip+Tazo Titr SBT;Beatmung_MS_VisionA_PIP;67;Nein;463
7044-1;102885;Pip+Tazo Islt Grad strip;Beatmung_MS_VisionA_PIP;67;Nein;464
26516-5;103262;Platelet # Plas;Beatmung_MS_VisionA_Plateau;61;Nein;465
11139-3;104187;Metaneph Ur-mCnc;Beatmung_MS_Zephyros_Pmean;61;Nein;466
19218-7;100807;O2 Ct BldA-sCnc;Beatmung_O2_Balken;100;Nein;467
19219-5;100807;O2 Ct BldC-sCnc;Beatmung_O2_Balken;100;Nein;468
19220-3;100807;O2 Ct BldV-sCnc;Beatmung_O2_Balken;100;Nein;469
19994-3;100807;O2/Total gas setting VFr Vent;Beatmung_O2_Balken;100;Nein;470
3150-0;100807;Inhaled O2 concentration;Beatmung_O2_Balken;100;Nein;471
3151-8;100807;Inhaled O2 flow rate;Beatmung_O2_Balken;100;Nein;472
34163-6;100807;O2 Ct Bld-sCnc;Beatmung_O2_Balken;100;Nein;473
57800-5;100807;O2 Ct VFr Bld Calc;Beatmung_O2_Balken;100;Nein;474
19173-4;101596;AFP Plr-sCnc;Beatmung_Proc_AF;63;Nein;475
30428-7;101627;MCV RBC;Beatmung_Proc_AMV;67;Nein;476
51641-9;101627;MSCV RBC;Beatmung_Proc_AMV;62;Nein;477
787-2;101627;MCV RBC Auto;Beatmung_Proc_AMV;60;Nein;478
3148-4;101628;pO2 Gas;Beatmung_Proc_ASB;67;Nein;479
29554-3;101642;Procedure;Beatmung_Proc_BedingteVerordnung;62;Nein;480
26455-6;101630;RBC # Fld;Beatmung_Proc_Flow;62;Nein;481
3151-8;101630;Inhaled O2 flow rate;Beatmung_Proc_Flow;62;Nein;482
56475-7;101645;Salmonella sp Ag form Islt Aggl;Beatmung_Proc_GeraetForm;62;Nein;483
3151-8;101620;Inhaled O2 flow rate;Beatmung_VO_Flow;100;Nein;484
56475-7;101644;Salmonella sp Ag form Islt Aggl;Beatmung_VO_GeraetForm;100;Nein;485
19218-7;101624;O2 Ct BldA-sCnc;Beatmung_VO_O2;100;Nein;486
19219-5;101624;O2 Ct BldC-sCnc;Beatmung_VO_O2;100;Nein;487
19220-3;101624;O2 Ct BldV-sCnc;Beatmung_VO_O2;100;Nein;488
19994-3;101624;O2/Total gas setting VFr Vent;Beatmung_VO_O2;100;Nein;489
3150-0;101624;Inhaled O2 concentration;Beatmung_VO_O2;100;Nein;490
3151-8;101624;Inhaled O2 flow rate;Beatmung_VO_O2;100;Nein;491
34163-6;101624;O2 Ct Bld-sCnc;Beatmung_VO_O2;100;Nein;492
57800-5;101624;O2 Ct VFr Bld Calc;Beatmung_VO_O2;100;Nein;493
6039-2;100418;Beef IgE Qn;Befinden;63;Nein;494
19728-5;100359;Beet IgE Qn;Bewegen;67;Nein;495
6039-2;100359;Beef IgE Qn;Bewegen;67;Nein;496
39156-5;105045;BMI;BIS;67;Nein;497
8462-4;105045;BP dias;BIS;60;Nein;498
8310-5;106333;Body temperature;CardioHelpMaquet_ES_TemperaturSoll;77;Nein;499
15687-7;106331;Duck Feather IgE RAST Ql;CardioHelpMaquet_MS_DruckArteriell;63;Nein;500
55594-6;106331;Duck Feather IgE Ql;CardioHelpMaquet_MS_DruckArteriell;61;Nein;501
6100-2;106331;Duck Feather IgE Qn;CardioHelpMaquet_MS_DruckArteriell;61;Nein;502
8310-5;106327;Body temperature;CardioHelpMaquet_MS_TemperaturIst;69;Nein;503
8310-5;106337;Body temperature;CardioHelpMaquet_VO_TemperaturSoll;77;Nein;504
48159-8;102021;HCV Ab s/co SerPl IA;CO;100;Nein;505
51656-7;102021;HCV Ab s/co Fld;CO;100;Nein;506
11211-0;101423;CO2 Fld-sCnc;CO2;100;Nein;507
13538-4;101423;CO2 Ur-sCnc;CO2;100;Nein;508
14040-0;101423;CO2 Stl-sCnc;CO2;100;Nein;509
14640-7;101423;CO2 Dial fld-sCnc;CO2;100;Nein;510
16551-4;101423;CO2 BldC-sCnc;CO2;100;Nein;511
2026-3;101423;CO2 BldA-sCnc;CO2;100;Nein;512
2027-1;101423;CO2 BldV-sCnc;CO2;100;Nein;513
2028-9;101423;CO2 SerPl-sCnc;CO2;100;Nein;514
20565-8;101423;CO2 Bld-sCnc;CO2;100;Nein;515
32306-3;101423;pCO2 Ur;CO2;60;Nein;516
34520-7;101423;CO2 BldCo-sCnc;CO2;100;Nein;517
34728-6;101423;CO2 Bld Calc-sCnc;CO2;100;Nein;518
38253-1;101423;CO2 Spec-sCnc;CO2;100;Nein;519
39465-0;101423;CO2 BldCoV-sCnc;CO2;100;Nein;520
41647-9;101423;CO2 BldA Calc-sCnc;CO2;100;Nein;521
51781-3;101423;CO2 BldC Calc-sCnc;CO2;100;Nein;522
57921-9;101423;CO2 BldCoA Calc-sCnc;CO2;100;Nein;523
48159-8;24;HCV Ab s/co SerPl IA;CO_Fall_MergeSource;100;Nein;524
51656-7;24;HCV Ab s/co Fld;CO_Fall_MergeSource;100;Nein;525
48159-8;15;HCV Ab s/co SerPl IA;CO_Patient_MergeSource;100;Nein;526
51656-7;15;HCV Ab s/co Fld;CO_Patient_MergeSource;100;Nein;527
4199-6;1278;Codeine Dose;Diagnose;60;Nein;528
4216-8;1278;DAM Dose;Diagnose;62;Nein;529
4222-6;1278;Digoxin Dose;Diagnose;70;Nein;530
10931-4;100135;Daphnia IgE Qn;Drainagen;61;Nein;531
6092-1;100135;Crab IgE Qn;Drainagen;60;Nein;532
6095-4;100135;D farinae IgE Qn;Drainagen;64;Nein;533
14196-0;102046;Retics #;ETVI;60;Nein;534
20874-4;106521;Manganese Tiss-mCnt;Fall_Anamnese_Auslandsaufenthalt_Nein;62;Nein;535
25467-2;106521;Manganese SerPl-sCnc;Fall_Anamnese_Auslandsaufenthalt_Nein;61;Nein;536
26787-2;106521;Anserine Amn-sCnc;Fall_Anamnese_Auslandsaufenthalt_Nein;60;Nein;537
42221-2;106521;Manganese Ur-sCnc;Fall_Anamnese_Auslandsaufenthalt_Nein;60;Nein;538
97186-1;108100;B para IS1001 DNA L resp Ql NAA+non-prb;Fall_Para;100;Nein;539
19817-6;106597;Complications;Fall_Vormedikation_Keine_Vorhanden;62;Nein;540
57833-6;106597;Rx for medication;Fall_Vormedikation_Keine_Vorhanden;73;Nein;541
57833-6;105241;Rx for medication;F_MedDoku_Vormedikation;60;Nein;542
60590-7;105241;Medication dispensed.brief Doc;F_MedDoku_Vormedikation;60;Nein;543
30525-0;102045;Age;GEF;67;Nein;544
9279-1;103694;Resp rate;Hypothermie_Coolgard_Doku-Rate;62;Nein;545
9279-1;103686;Resp rate;Hypothermie_Coolgard_VO_Rate;62;Nein;546
3184-9;103568;ACT Bld;IABP_ACAT_ES_Unterstuetzungsverhaeltnis;62;Nein;547
3186-4;103568;Fact IXa PPP-aCnc;IABP_ACAT_ES_Unterstuetzungsverhaeltnis;62;Nein;548
96826-3;106469;Cardio Score SOFA;IABP_CARDIOSAVE_ES_IABPAufblasen;62;Nein;549
11187-2;104354;P frequentans IgE Qn;IABP_DatascopeCS300_ES_IABP_Frequenz;61;Nein;550
11187-2;102121;P frequentans IgE Qn;IABP_Frequenz;61;Nein;551
15184-5;102120;IgG Ser Ql IEP;IABP_Trigger;62;Nein;552
33603-2;102120;BPI IgG Ser-aCnc;IABP_Trigger;64;Nein;553
8302-2;108522;Body height;IstSoziale_Besonderheit;61;Nein;554
8310-5;101007;Body temperature;KlinikTemperaturstatus;62;Nein;555
13944-4;100091;LAP WBC Cont Micro-cCnc;LAP;100;Nein;557
2744-1;100091;pH BldA;LAP;60;Nein;558
8310-5;103737;Body temperature;Lungenersatzverfahren_Anordnung_ECMOTemperatur;73;Nein;560
29554-3;102093;Procedure;Lungenersatzverfahren_Anordnung_ILAPressure;60;Nein;561
8310-5;103734;Body temperature;Lungenersatzverfahren_Doku_ECMOTemperatur;69;Nein;562
4659-9;100091;LAP WBC-cCnc;LAP;100;Ja;559
8310-5;103731;Body temperature;Lungenersatzverfahren_Doku_Temperatur;77;Nein;563
3184-9;103586;ACT Bld;Lungenersatzverfahren_MS_ECMO_ACT;60;Nein;564
17051-4;106289;Laxatives Ur;Lungenersatzverfahren_MS_ILAactivve_P1;64;Nein;565
17051-4;106290;Laxatives Ur;Lungenersatzverfahren_MS_ILAactivve_P2;64;Nein;566
17051-4;106291;Laxatives Ur;Lungenersatzverfahren_MS_ILAactivve_P3;64;Nein;567
17051-4;106293;Laxatives Ur;Lungenersatzverfahren_MS_ILAactivve_P4;64;Nein;568
19211-2;104117;pO2 BldMV;Lungenersatzverfahren_MS_ILA_SpO2;60;Nein;569
2019-8;104117;pCO2 BldA;Lungenersatzverfahren_MS_ILA_SpO2;60;Nein;570
2703-7;104117;pO2 BldA;Lungenersatzverfahren_MS_ILA_SpO2;63;Nein;571
2708-6;104117;SaO2 % BldA;Lungenersatzverfahren_MS_ILA_SpO2;60;Nein;572
3148-4;104117;pO2 Gas;Lungenersatzverfahren_MS_ILA_SpO2;67;Nein;573
2746-6;102055;pH BldV;LVP;60;Nein;574
2711-0;102023;SaO2 % BldV;LVSA;62;Nein;575
14619-1;104833;Appearance Plas;NEV_Apherese_ES_Multi_Plasma;67;Nein;576
14619-1;104834;Appearance Plas;NEV_Apherese_ES_Multi_PlasmaVolumen;67;Nein;577
8310-5;104831;Body temperature;NEV_Apherese_ES_Multi_Temperatur;63;Nein;578
11158-3;104855;Appearance Ser;NEV_Apherese_VO_Balken;64;Nein;579
14619-1;104846;Appearance Plas;NEV_Apherese_VO_Multi_Plasma_Volumen;67;Nein;580
8310-5;104844;Body temperature;NEV_Apherese_VO_Multi_Temperatur;63;Nein;581
11158-3;104849;Appearance Ser;NEV_Apherese_VO_SpülloesungAntikoag;64;Nein;582
2004-0;104985;Calcium Ur-sCnc;NEV_CRRT_Doku_CalciumLoesung;62;Nein;583
24518-3;104985;Calcium/Creat Ur-sRto;NEV_CRRT_Doku_CalciumLoesung;62;Nein;584
27037-1;104985;Calcium/Creat 2h Ur;NEV_CRRT_Doku_CalciumLoesung;60;Nein;585
29527-9;104986;Citrate/Creat Ur-sRto;NEV_CRRT_Doku_CitratLoesung;64;Nein;586
30053-3;104986;Leucine/Creat Ur-Rto;NEV_CRRT_Doku_CitratLoesung;60;Nein;587
34266-7;104986;Citrate Ur-sCnc;NEV_CRRT_Doku_CitratLoesung;63;Nein;588
12181-4;104974;Calcium Fld-sCnc;NEV_CRRT_ES_Multi_CalciumFiltrat;63;Nein;589
14417-0;104974;Calcium Prt-sCnc;NEV_CRRT_ES_Multi_CalciumFiltrat;63;Nein;590
14637-3;104974;Calcium 24h Ur-sRate;NEV_CRRT_ES_Multi_CalciumFiltrat;62;Nein;591
16518-3;104974;Calcium 2h Ur-mRate;NEV_CRRT_ES_Multi_CalciumFiltrat;63;Nein;592
18186-7;104974;Calcium 12h Ur-mRate;NEV_CRRT_ES_Multi_CalciumFiltrat;62;Nein;593
24518-3;104974;Calcium/Creat Ur-sRto;NEV_CRRT_ES_Multi_CalciumFiltrat;65;Nein;594
27037-1;104974;Calcium/Creat 2h Ur;NEV_CRRT_ES_Multi_CalciumFiltrat;63;Nein;595
