"17547-1;RV Ag Stl Ql"
"5403-1;VZV IgG Ser IA-aCnc"
"14556-5;M tb DNA Spt Ql NAA+probe"
"50695-6;T pallidum Ab Titr CSF HA"
"23616-6;Viomycin Islt SlowMyco"
"77158-4;Microalbumin Ur DL<=3.0 mg/L-sCnc"
"6979-9;Ampicillin Islt Grad strip"
"15541-6;Apricot IgE RAST Ql"
"8226-3;Opiates Usub Ql Scn"
"51453-9;CV A9+B1-6 Ab Titr Ser"
"40809-6;11DC 1h p chal SerPl-mCnc"
"22296-8;EBV NA Ab Ser Ql"
"42673-4;Ca H2 Phos dihyd 24h SatFr Ur"
"14071-5;Ibuprofen Ur Ql"
"32354-3;Hct VFr BldA"
"35596-6;Theophylline SerPl Scn-mCnc"
"32375-8;Cefmenoxime Susc Islt"
"29828-1;LACV IgG Spec Ql"
"4419-8;quiNIDine Dose"
"57421-0;CD34 Cells NFr Fld"
"53955-1;E coli O157 Islt Cult"
"4230-9;Doxepin Dose"
"93759-9;FLUAV PB2 gene Islt-Seq"
"3868-7;Norfluoxetine SerPl-mCnc"
"86860-4;DENV1 NAb Titr Spec Nt"
"56372-6;West Ragweed IgG4-mCnc"
"80126-6;Aluminum Fld-sCnc"
"269-1;Gentamicin Titr SBT"
"9361-7;B quintana IgM Titr Ser"
"40807-0;PCP Hair Ql Scn"
"35383-9;Galactomannan Ag SerPl-aCnc"
"56379-1;Rice IgG4-mCnc"
"19742-6;HHPA IgE Qn"
"53142-6;N2 24h Stl-sRate"
"25427-6;GABA 24h Ur-sRate"
"35562-8;Bile Ac p fast Ser-sCnc"
"7979-8;HPIV2 Ab Ser-aCnc"
"19080-1;HCG SerPl-aCnc"
"6103-6;Echinococcus IgE Qn"
"7152-2;Blueberry IgE Qn"
"41608-1;Prolactin 30M p chal SerPl-mCnc"
"91072-9;FLUAV Subtyp Lower resp NAA+probe"
"40725-4;HBV core IgG Ser Ql IA"
"32155-4;Baso+Eos+Monos/leuk NFr Bld Auto"
"56888-1;HIV 1+2 Ab+HIV1 p24 Ag SerPl Ql IA"
"3198-9;Fact VII Act/Nor PPP"
"15641-4;Cinnamon IgE RAST Ql"
"30348-7;Glutamate Ur-sCnc"
"31799-0;DENV Ag Spec Ql"
"49132-4;LDLc SerPl Elph-mCnc"
"39534-3;Cryptosp Ag Stl Ql IF"
"32-3;Ampicillin+Sulbac Islt MIC"
"25891-3;Cysteine 24h Ur-sCnc"
"7623-2;Poppy Seed IgE Qn"
"17100-9;CD103 Cells NFr Bld"
"13082-3;PI IgG Ser-aCnc"
"8656-1;Hospital admission date"
"14674-6;ACTH Plas-sCnc"
"88890-9;HPIV 1+2+3+4 RNA Nph Ql NAA+non-probe"
"86930-5;Carbapenemase Islt Ql"
"15069-8;Fructosamine SerPl-sCnc"
"14799-1;Iron 24h Ur-sRate"
"80426-0;HDV RNA # SerPl NAA+probe"
"88255-5;Enterobact gyrB+metB Bld Pos Ql Probe"
"94661-6;SARS-CoV-2 Ab SerPl-Imp"
"69-5;Cefamandole Islt KB"
"44916-5;Cortis pre chal SerPl-sCnc"
"59894-6;D-methorphan SerPl-sCnc"
"2453-9;Hypoxanthine Ser-mCnc"
"22581-3;T gondii IgG Titr CSF"
"76628-7;Norovirus GI + GII RNA Stl NAA+probe"
"54283-7;Glycerol Fld-mCnc"
"14767-8;Glucose 5h p Glc SerPl-sCnc"
"35799-6;Ertapenem Islt KB"
"19000-9;Vancomycin Susc Islt"
"50508-1;Insulin sp8 SerPl-aCnc"
"38399-2;Crystals Prt Micro"
"86862-0;DENV4 NAb Spec Ql Nt"
"4478-4;C1q SerPl-mCnc"
"35333-4;ENA Jo1 Ab Ser IA-aCnc"
"5837-0;CMV Ur Ql Cult"
"33247-8;Specimen wt Sweat Qn"
"18471-3;Metoclopramide Ur-mCnc"
"33812-9;Insulin sp13 p chal SerPl-aCnc"
"1448-0;Cortis pre 500 ug Dex SerPl-mCnc"
"16054-9;Timothy IgE RAST Ql"
"42893-8;C herbarum IgG Ser-mCnc"
"6982-3;Aztreonam Islt Grad strip"
"39478-3;Glucose Vitf-sCnc"
"99774-2;SARSCoV2 IGRA Nucpsid Ct bckgrd cor Bld"
"85786-2;mecA Bld Pos Ql NAA+non-probe"
"7030-0;Methicillin Islt Grad strip"
"54336-3;Sulfocysteine CSF-sCnc"
"19724-4;Abachi Wood Dust IgE Qn"
"38445-3;Calprotectin Stl-mCnt"
"20473-5;Polys Spec Ql Wright Stn"
"15285-0;London Plane IgE Qn"
"50468-8;C peptide sp8 SerPl-sCnc"
"5256-3;M pneumo IgM Ser IA-aCnc"
"35492-8;MRSA DNA Spec Ql NAA+probe"
"3093-2;Urea nit Fld-mCnc"
"77735-9;M absces erm(41) trunc Islt/Spm Ql"
"33495-3;Breath H2 2.5h p Lac PO"
"704-7;Basophils # Bld Auto"
"56396-5;Chestnut IgG4-mCnc"
"92247-6;Micro resist mut AA change type Islt/Spm"
"376-4;Ofloxacin Islt KB"
"48503-7;Plat Gp Ib/Ix IgG Bld Ql IA"
"54021-1;F-actin Ab SerPl-aCnc"
"461-4;Streptomycin Islt KB"
"14947-6;VMA 24h Ur-sRate"
"94064-3;Bacterial eis drug res mut Islt/Spm"
"32008-5;Copro/Creat 24h Ur-sRto"
"18990-2;Temafloxacin Susc Islt"
"100901-8;Enterobac.carb res Anal Cult"
"29601-2;PPA SerPlBld Cfm-mCnc"
"16703-1;cycloSPORINE Plas-mCnc"
"34717-9;C burnet Ph2 IgG Titr Ser IF"
"29568-3;WNV NAb Titr Ser Nt"
"22341-2;HSV Ab Titr Ser"
"57332-9;Urate 12h Ur-mCnc"
"25754-3;RV IgG Ser IA-aCnc"
"61398-4;E coli DNA Spec Ql NAA+probe"
"45085-8;C trach rRNA Nph Ql Probe"
"47551-7;Alanine DBS-sCnc"
"1946-3;B-OH-Butyr CSF-mCnc"
"54088-0;T gondii IgM DBS Ql"
"53558-3;Bacteria Smn Cult"
"29383-7;Warfarin Gast-mCnc"
"15114-2;Arsenic Bld-sCnc"
"11184-9;Scad IgE Qn"
"15408-8;Thallium Hair-mCnt"
"12461-0;ACTH sp5 p chal Plas-mCnc"
"53972-6;Burr Cells UrnS Ql Micro"
"95423-0;FLUABV + SARS-CoV-2 Resp NAA+probe"
"18278-2;Hgb F Mec Ql Apt-Downey"
"49528-3;FLUAV H9 RNA Spec Ql NAA+probe"
"14948-4;VMA/Creat Ur-sRto"
"726-0;Hgb Ur-mCnc"
"14436-0;Albumin/Glob Smn"
"42921-7;JCPyV DNA Spec Ql NAA+probe"
"57386-5;Urate 2h Ur-mCnc"
"23831-1;B pert.PT IgG Ser-aCnc"
"17519-0;RSV IgM Titr CSF"
"25415-1;Folate Bld-sCnc"
"26964-7;Cystathionin Ur-sCnc"
"21106-0;Beef IgG RAST Ql"
"22211-7;C burnet Ab Titr Ser"
"24365-9;UA Microscopic Pnl UrnS"
"16948-2;HSV1 IgG CSF-aCnc"
"5881-8;VZV Ag Skin Ql IF"
"35839-0;Sparfloxacin Islt KB"
"22498-0;MeV Ab Titr CSF"
"12183-0;Cholest Fld-mCnc"
"72925-1;Bilirub Amn-sCnc"
"49739-6;Honey bee IgG-mCnc"
"68-7;Cefamandole Islt MIC"
"5342-1;S paraty B O Ab Ser Ql LA"
"49443-5;T gondii DNA # Ur NAA+probe"
"3271-4;LMWH PPP Chro-aCnc"
"7747-9;Trout IgG Qn"
"13983-2;Gamma glob MFr SerPl Elph"
"54354-6;Beta2 Glob Ur Elph-mCnc"
"23676-0;B burgdor Ab Ser Ql IF"
"17732-9;T spiralis Ab Ser Ql LA"
"31574-7;POWV IgG Spec-aCnc"
"89579-7;Troponin I SerPl HS-mCnc"
"25137-1;Succinylacetone/Creat Ur-sRto"
"6863-5;Prolymphocytes # Bld Manual"
"18376-4;Sodium 6h Ur-sRate"
"31756-0;C fetus Ag Spec Ql"
"53008-9;ENA PM/SCL Ab Titr Ser IF"
"34994-4;Smear Morphology Pnl Bld"
"92771-5;S pneum DNA Bld Pos Ql NAA+probe"
"7338-7;Gluten IgG Qn"
"44347-3;Phenol/Creat 24h Ur-sRto"
"31599-4;R prowazek IgG Ser-aCnc"
"2156-8;CK Amn-cCnc"
"29780-4;WNV IgM Spec Ql"
"48806-4;Salm+Shig+E coli ETEC Stl Cult"
"42669-2;FA Plr Ql"
"7410-4;Swine Epith IgG Qn"
"3287-0;Phospholipid IgM Ser IA-aCnc"
"25595-0;Econazole Susc Islt"
"6913-8;C pneum IgG Titr Ser IF"
"6751-2;Glucose 2h p 75 g Glc PO Ur Ql Strip"
"95-0;Cefonocid Islt MLC"
"17828-5;CD16 Cells NFr Fld"
"20483-4;Mitochondria Ab Titr Ser"
"22655-5;Aspartate CSF-sCnc"
"94424-9;MRSA SCCmec+orfX Islt/Spm Ql"
"56927-7;HCV c2 Ab Ser Ql IB"
"41662-8;Aztreonam+Clav Islt MIC"
"90289-0;Norovirus GII RNA Vom Ql NAA+probe"
"504-1;Ticarcillin+Clav Islt MIC"
"16905-2;Glucose sp2 p chal Ur Ql"
"51865-4;Plasmodium Ag Bld"
"80-2;Cefixime Islt MIC"
"51635-1;Mat Retics #"
"35090-0;Patient Hx"
"30984-9;Silver Birch (rBet v) 1 IgE Qn"
"22861-9;B anthracis Ab Ser Ql ID"
"40048-1;Albumin 30M p chal SerPl-mCnc"
"58437-5;Microorganisms UrnS Micro"
"26650-2;SNV IgM Ser Ql"
"7125-8;Bayleaf IgE Qn"
"5354-6;ENA SS-B Ab Ser Ql ID"
"10897-7;EEEV IgG Titr CSF IF"
"18891-2;Cefprozil Susc Islt"
"95671-4;SINV IgG Spec Ql IA"
"23821-2;A fumigatus Ab Ser Ql ID"
"14104-4;Barley+Wheat smut IgE Qn"
"14003-8;pCO2 BldCo"
"5766-1;Amm Urate Cry UrnS Ql Micro"
"2310-1;Galactose Ur-mCnc"
"3002-3;Thiocyanate SerPl-mCnc"
"86520-4;Hantavirus RNA Bld Ql NAA+probe"
"32609-0;Amino acids Fld-sCnc"
"25609-9;Chocineal IgE Qn"
"58705-5;cefTAZidime Islt SlowMyco"
"62234-0;Albumin SerPl BCP-sCnc"
"13083-1;PI IgM Ser-aCnc"
"25907-7;Elastase Panc Stl-mCnt"
"43056-1;Cladosporium IgG Ser Ql"
"15758-6;Guava IgE RAST Ql"
"15895-6;Oregano IgE RAST Ql"
"48989-8;Glucose 6 PM SerPl-mCnc"
"95714-2;VZV IgG Spec IA-aCnc"
"33465-6;F tular IgG Titr Ser"
"13271-2;N men sg A Ab Ser-aCnc"
"179-2;Chlortetracycline Titr SBT"
"40577-9;Y entero O:3 Ab Titr Ser Aggl"
"301-2;Lincomycin Titr SBT"
"31904-6;NSDV Ag Spec Ql"
"49308-0;ANCA Ab pattern Ser IF-Imp"
"16131-5;HSV2 DNA Spec Ql NAA+probe"
"2857-1;PSA SerPl-mCnc"
"46420-6;WBC clumps #/area UrnS HPF"
"95678-9;WEEV IgG Spec Ql IA"
"72367-6;FLUAV+FLUBV Ag Nose Ql IA.rapid"
"97632-4;Salmonella DNA Snv Ql NAA+non-probe"
"6114-3;E maynei IgE Qn"
"5290-2;VDRL CSF Ql"
"40519-1;Histiocytes NFr Plr Manual"
"86620-2;mecA+mecC Nose Ql NAA+probe"
"21465-0;P falciparum Ab Titr Ser IF"
"11052-8;Ketamine Ur-mCnc"
"51644-3;Megakar nuclei Bld Ql Smear"
"15337-9;Other Antibiotic Peak Titr SBT"
"6833-8;Cat Dander IgE Qn"
"20618-5;Lymphs Lambda/lymph NFr Spec"
"28549-4;Yersinia Stl Cult"
"100344-1;FLUAV RNA Sal Ql NAA+probe"
"5833-9;HAdV Ag Spec Ql IA"
"50471-2;Calcit sp3 SerPl-mCnc"
"41503-4;N men sg B Ag Fld Ql"
"22189-5;C trach IgA Titr Ser"
"8112-5;CD3-CD16+CD56+ Cells NFr Bld"
"20475-0;CMV IgG SerPl-Imp"
"49733-9;Il10 Fld-mCnc"
"30095-4;N men sg B Ag Spec Ql LA"
"51815-9;Leptospira IgG Ser IA-aCnc"
"29141-9;Metaneph SerPl-mCnc"
"29957-8;HSV Ag Ser Ql IB"
"34335-0;Lysozyme 24h Ur-mCnc"
"77137-8;Bilirub SerPlBld-sCnc"
"17463-1;Pigeon Drop Ab Qn"
"94562-6;SARS-CoV-2 IgA SerPl Ql IA"
"2410-9;Hexokinase RBC-cCnc"
"5791-9;Yeast Like Fungi #/area UrnS HPF"
"70058-3;PUUV IgM SerPl Ql IF"
"29539-4;HIV1 RNA Plas Probe+sig amp-Log#"
"93734-2;Creat 5h Ur-sRate"
"74830-1;T gondii IgA Ser Ql IA"
"27289-8;Methamphet Mec-mCnt"
"16924-3;Haem influ IgG Ser-aCnc"
"50456-3;Cortis sp4 SerPl-mCnc"
"12259-8;S pyog.enz Ab Ser Ql Shp Aggl"
"41157-9;C trach IgM Ser Ql"
"28599-9;Cystathionin/Creat Ur-Rto"
"41616-4;Platelet Ab Ser Ql FC"
"47539-2;3Me-histidine DBS-sCnc"
"70867-7;RABV strain Spec Seq"
"2383-8;Glutathione RBC-mCnc"
"56213-2;Celery IgG4-mCnc"
"19090-0;CC # Ur"
"44391-1;IC SerPl Ql C1Q Bind"
"55944-3;Neopterin 24h Ur-sRate"
"14852-8;Norepineph Plas-sCnc"
"12730-8;IFN-B SerPl-aCnc"
"86861-2;DENV4 NAb Titr Spec Nt"
"53286-1;WBC Casts # Ur Comp Assist"
"12942-9;TSH sp3 p chal SerPl-aCnc"
"695-7;N gonorrhoea Snv Ql Cult"
"17948-1;Fungus Spec Cult org #3"
"95972-6;SARS CoV-2 IFN-g Tcel bkgrd cor Bld-aCnc"
"33490-4;Breath H2 pre Lac PO"
"53521-1;Polys # Smn"
"42886-2;CD52 Cells NFr Mar"
"4126-9;Amphotericin B Dose"
"3246-6;Deprecated D Dimer PPP IA-aCnc"
"30471-7;levETIRAcetam SerPl-mCnc"
"13061-7;Platelet IgM Ser-aCnc"
"23205-8;Leptospira DNA Fld Ql NAA+probe"
"71689-4;Mononuc Cells # Fld Auto"
"2541-1;LDH3 SerPl Chem Sepn-cCnc"
"61157-4;HBV M204V Islt Ql Genotyp"
"18182-6;Osmolality SerPl Calc"
"2670-8;Normetanephrine Ur-mCnc"
"14557-3;M tb DNA Bronch Ql NAA+probe"
"44537-9;HTLV I DNA Bld Ql NAA+probe"
"72516-8;Glucose Bld Strip.auto-sCnc"
"53502-1;Calcium Spec-sCnt"
"50543-8;Tricyclics Ur-mCnc"
"29-9;Ampicillin Islt KB"
"51539-5;C albicans IgG Ser Ql"
"21446-0;Peach IgG RAST Ql"
"18485-3;MI2 Ab Ser Ql"
"34235-2;Amylase/Creat Ur-Rto"
"15-8;Amoxicillin Islt MLC"
"29721-8;FLUCV Ag Spec Ql IF"
"9711-3;C burnet Ph2 IgM Titr Ser"
"40748-6;DENV Ab Ser Ql HAI"
"384-8;Oxacillin Islt KB"
"56787-5;CK 19 Ur-aCnc"
"49799-0;T pallidum DNA CSF Ql NAA+probe"
"89490-7;Aminoglycoside Islt Genotyp"
"38426-3;C peptide 3h p chal SerPl-sCnc"
"48415-4;A1 Microglob/Creat Ur"
"6627-4;S mansoni Ab Ser Ql IA"
"31908-7;N men sg A Ag Spec Ql"
"31824-6;E coli K1 Ag CSF Ql"
"15043-3;Cortis Ur-sCnc"
"35694-9;CEV IgG Titr Ser"
"52778-8;MCF Bld TEG"
"18418-4;Casein IgA Qn"
"32337-8;Prot Spec-mCnc"
"3118-7;Valine SerPl-mCnc"
"25178-5;Amikacin 30 ug/mL Islt SlowMyco"
"31157-1;COHgb Bld-mCnc"
"49146-4;R rickettsi IgM Titr Fld"
"29903-2;Cryptoc Ag Ser Ql IA"
"54008-8;Golgi apparatus Ab Titr Ser IF"
"5970-9;PLG PPP Chro-aCnc"
"31900-4;MuV Ag Spec Ql"
"33045-6;RSV Ag Nose Ql"
"54489-0;Phosphoserine DBS-sCnc"
"38989-0;C bot Tox ABEFG Spec Ql MA Nt"
"23905-3;Mycophenolate SerPl-mCnc"
"16032-5;Pacific Squid IgE RAST Ql"
"14132-5;Color Gast"
"11575-8;Cefmetazole Islt Grad strip"
"88199-5;MERS-CoV RNA Aspirate Ql NAA+probe"
"43898-6;B-OH-Butyr 24h Ur Ql"
"14817-1;LORazepam SerPl-sCnc"
"43431-6;E coli K1 Ag Ser Ql"
"6042-6;B-Lactoglob MF77 IgE Qn"
"43077-7;B burgdor Ab Spec-aCnc"
"27396-1;Hemoccult Stl-mCnt"
"1814-3;Acid A-Glucosidase Smn-cCnc"
"82196-7;C coli+jej+upsa DNA Stl Ql NAA+non-probe"
"55914-6;Beta1 Glob CSF Elph-mCnc"
"3313-4;Alpraz Ur-mCnc"
"22755-3;Haem influ B Ab Ser-mCnc"
"18920-9;Erythro+Sulf Susc Islt"
"32356-8;Yeast UrnS Ql Micro"
"6016-0;ACTH IgE Qn"
"15597-8;Cocoa IgE RAST Ql"
"97186-1;B para IS1001 DNA L resp Ql NAA+non-prb"
"13903-0;Vasopressin Ur-mCnc"
"82164-5;HCoV OC43 RNA Nph Ql NAA+non-probe"
"51417-4;Copro 24h SFr Ur"
"77022-2;RSV A RNA Nph Ql NAA+probe"
"35283-1;HDV IgG Ser Ql"
"12238-2;Neutrophils/leuk NFr Fld Manual"
"45086-6;C trach DNA Nph Ql NAA+probe"
"49371-8;HCV RNA # Tiss NAA+probe"
"426-7;PZA Titr SBT"
"398-8;Penicillin V Titr SBT"
"15244-7;Food Allerg Mix13 IgE Ql"
"3852-1;Nicotinamide Ur-mCnc"
"19212-0;pCO2 BldMV"
"57016-8;Privacy policy acknowledgment Doc"
"14935-1;Urate 24h Ur-sRate"
"39572-3;WNV IgG CSF IA-aCnc"
"32575-3;B henselae IgG Ser Ql"
"73623-1;Danofloxacin Islt MIC"
"27222-9;Oxalate 24h Ur-mCnc"
"2093-3;Cholest SerPl-mCnc"
"49248-8;Amino acid Pat Ur-Imp"
"81648-8;C botG gene Spec Ql NAA+probe"
"21537-6;Spinach IgG RAST Ql"
"100049-6;Eravacycline Susc Islt"
"69742-5;CBC W Diff pnl,unspecified Bld"
"55661-3;Clofazamine Islt KB"
"1693-1;5OH-indoleacetate SerPl-mCnc"
"6265-3;Timothy IgE Qn"
"49337-9;HAdV DNA # Mar NAA+probe"
"15707-3;Fennel Seed IgE RAST Ql"
"6989-8;Cefotaxime Islt Grad strip"
"25213-0;Kanamycin 6 ug/mL Islt SlowMyco"
"52933-9;Cobalt/Creat 24h Ur-sRto"
"34389-7;Zinc/Creat Ur-sRto"
"19044-7;Fish Feed IgE RAST Ql"
"89488-1;Isoniazid Islt Genotyp"
"16631-4;aPTT Bld 1:1 saline"
"31600-0;R prowazek IgM Ser-aCnc"
"88294-4;GFR/BSA pred.nonblk SerPl CKD-EPI-ArVRat"
"602-3;Bacteria Bone Aerobe Cult"
"49373-4;HCV RNA CSF NAA+probe-Log#"
"32495-4;CD25 Cells NFr Spec"
"94509-7;SARS-rel CoV E gene Ct Spec Qn NAA+probe"
"12948-6;TSH sp9 p chal SerPl-aCnc"
"460-6;Streptomycin Islt MIC"
"79380-2;HIV 1 RNA+proviral DNA Bld Ql NAA+probe"
"29684-8;R typhi Ab Titr Ser"
"14192-9;Triazolam Ur Ql"
"23591-1;WEEV Ag Spec Ql CF"
"24332-9;ALP Iso Pnl SerPl"
"33512-5;Color Spec"
"47511-1;T pallidum Ab Fld-aCnc"
"47172-2;Norepineph sp6 p chal Ur-sCnc"
"16518-3;Calcium 2h Ur-mRate"
"6364-4;C diff Tox A+B Spec IA-aCnc"
"5818-0;Urobilinogen Ur Ql Strip"
"22650-6;Glycine CSF-sCnc"
"40663-7;Prot upr 12h Ur-mRate"
"34177-6;Opiates Spec Ql"
"24396-4;Brucella IgG Ser Ql"
"34661-9;Actin IgG SerPl-aCnc"
"33818-6;Insulin sp8 p chal SerPl-aCnc"
"34282-4;DHEA-S/Creat Ur-sRto"
"518-1;TMP SMX Titr SBT"
"19621-2;Nitrazepam Ur Ql Cfm"
"18892-0;Cefsulodin Susc Islt"
"51720-1;Potassium 24h Ur-mRate"
"6740-5;Yellow Jacket IgE Qn"
"45047-8;Cortis 12 AM SerPl-sCnc"
"96896-6;SARS-CoV-2 clade Spec"
"83104-0;MIS SerPl IA-mCnc"
"54156-5;RNAp I Ab Ser Ql IF"
"50845-7;Cobalt Hair-sCnt"
"3039-5;Lipase Amn-cCnc"
"29384-5;diazePAM Gast-mCnc"
"55671-2;Dibekacin Islt KB"
"44395-2;Lambda LC 24h Ur Ql"
"40892-2;CD3-CD16+ Cells NFr Mar"
"55721-5;Tinidazole Islt KB"
"18411-9;R nigricans IgG Qn"
"2547-8;LDH5 SerPl Chem Sepn-cCnc"
"33339-3;Zolpidem Ur-mCnc"
"56025-0;Ethambutol 8 ug/mL Islt SlowMyco"
"12830-6;Prolactin sp9 p chal SerPl-mCnc"
"48731-4;C4 SerPl Ql"
"73609-0;Solithromycin Islt MIC"
"5401-5;VZV Ab Titr Ser CF"
"25697-4;Insulin sp7 p chal SerPl-sCnc"
"17491-2;Proinsulin BS SerPl-mCnc"
"20627-6;Turbidity Ur Ql"
"92245-0;Micro resist mut NA change Islt/Spm"
"5674-7;Lead RBC-mCnc"
"48164-8;NSE Fld-mCnc"
"33872-3;Cystine WBC-sCnt"
"50873-9;Magnesium/Creat 24h Ur-sRto"
"81100-0;L inter Celled Ab Titr Ser Aggl"
"33361-7;Neuts Band/leuk NFr Snv"
"21430-4;Onion IgG RAST Ql"
"49-7;Bacampicillin Islt KB"
"47318-1;LKM-1 IgG Ser IA-aCnc"
"22644-9;Serine CSF-sCnc"
"11222-7;Penta-CP Ur Ql"
"11046-0;Epineph Ur-mCnc"
"79646-6;D-ALA SerPl-sCnc"
"8276-8;Cefpirome Islt KB"
"19755-8;Saffron IgE Qn"
"1972-9;Bilirub Amn-mCnc"
"26747-6;Cannabinoids/Creat Ur"
"25187-6;Ethambutol 7.5 ug/mL Islt SlowMyco"
"16082-0;Yellow Jacket IgE RAST Ql"
"5908-9;Giant Platelets Bld Ql Smear"
"1553-7;Glucose pre Ins IV SerPl-mCnc"
"4147-5;Buprenorphine Dose"
"2343-2;Glucose Dial fld-mCnc"
"25393-0;Desethylamiodarone SerPl-sCnc"
"99386-5;HAdV DNA Corn/Cnjt NAA+probe-Log#"
"5865-1;FLUBV Ag Throat Ql IF"
"46400-8;ACTH 15M p 1 ug/kg CRH IV Plas-mCnc"
"19076-9;Total Cells Counted Spec"
"44270-7;B anthracis spore Ag Spec Ql IF"
"3137-7;Body height Measured"
"64038-3;HAdV DNA Spec NAA+probe-Log#"
"33-1;Ampicillin+Sulbac Islt KB"
"19706-1;Thioridazine Ur Ql Scn"
"96524-4;Rocio virus IgM Spec Ql IA"
"19213-8;pH BldMV"
"29826-5;JCV IgM Spec Ql"
"88899-0;HAdV Corn/Cnjt Ql Cult"
"26003-4;VMA 24h Ur-sCnc"
"14099-6;Nickel Ur-mCnc"
"25510-9;Proline 24h Ur-sRate"
"50777-2;Cancer Ag15-3 Pcar-aCnc"
"32367-5;Bacteria Islt Aerobe Cult"
"12858-7;HIV1 p32 Ab Ser Ql IB"
"3195-5;Fact V Ag Act/Nor PPP IA"
"53989-0;ANA chromosomal Titr Ser IF"
"7774-3;Cow Whey IgE Qn"
"9809-5;Propoxyph Gast Ql"
"55841-1;Corticoster 24h Ur-mCnc"
"57682-7;C burnet IgG sp2 Ser Ql IF"
"50832-5;Boron/Creat Ur-sRto"
"31893-1;MuV Ag Penis Ql"
"49012-8;FLUAV + FLUBV Spec Bioassay"
"42505-8;HBV surface Ag CSF Ql"
"11065-0;BUN pre dial SerPl-mCnc"
"82299-9;E coli shiga-like toxin 1+2 Stl Ql IA"
"73643-9;Finafloxacin Islt KB"
"35801-0;Ertapenem Islt MIC"
"62236-5;Pyridoxal Phos SerPl-sCnc"
"46403-2;Cortis 2h p Ins IV SerPl-mCnc"
"96-8;Cefonocid Islt MIC"
"21133-4;Calcit 2M p 0.5 ug/kg Pg IV SerPl-mCnc"
"17582-8;Silver Dial fld-mCnc"
"19411-8;Codeine Ur Ql Scn"
"38473-5;17OHP DBS-mCnc"
"3268-0;Heparin CF II Ag PPP IA-mCnc"
"25649-5;FSH sp6 p chal SerPl IRP2-aCnc"
"15202-5;Potassium Stl-sCnc"
"43244-3;HHV6 DNA Ser Ql NAA+probe"
"25766-7;IGF sp4 p chal SerPl-sCnc"
"3245-8;Clot Retract Bld"
"2019-8;pCO2 BldA"
"16387-3;Rifabutin+Ethambutol Islt MIC"
"5064-1;B burgdor IgM Ser IA-aCnc"
"23966-5;B burgdor IgG Titr CSF"
"15036-7;Catechols 24h Ur-sRate"
"734-4;Variant Lymphs # Bld Manual"
"17717-0;T gondii IgG+IgM Ser Ql"
"10674-0;HBV surface Ag Tiss Ql ImStn"
"40771-8;Haem influ Ag Ur Ql"
"50778-0;Cancer Ag15-3 Prt-aCnc"
"47930-3;GH sp7 p chal SerPl-aCnc"
"31101-9;Creat 24h Fld-mRate"
"53251-5;FLUBV RNA # Spec NAA+probe"
"51694-8;Carumonam Susc Islt"
"37983-4;EEEV RNA Spec Ql Probe"
"29505-5;2OH3Me-valerate/Creat Ur-sRto"
"27270-8;4OH-phenylacetate Ur Ql"
"656-9;ZN Stn Spec"
"49138-1;CEV IgG Titr CSF IF"
"48774-4;Kappa LC Free CSF-mCnc"
"56673-7;B-AIB/Creat 24h Ur-Rto"
"798-9;RBC # Ur Auto"
"6892-4;T4 Free SerPl Dialy-mCnc"
"49928-5;WBC # DiafP"
"31996-2;Basophils/leuk NFr Prt Manual"
"9541-4;L pneumo1 IgG Titr Ser IF"
"5809-9;Reducing Subs Ur Ql"
"25647-9;FSH sp4 p chal SerPl IRP2-aCnc"
"48173-9;levoFLOXacin 1.5 ug/mL Islt SlowMyco"
"3459-5;Chlordiazep Ur-mCnc"
"73619-9;Iclaprim Islt MIC"
"14463-4;C trach Cvx Ql Cult"
"33561-2;Cannabinoids Gast-mCnc"
"12619-3;Glucose sp5 p chal SerPl-mCnc"
"32302-2;B2 Microglob Ur-sCnc"
"55676-1;Flumequine Susc Islt"
"10899-3;EEEV IgM Titr CSF IF"
"46099-8;Calcium Album cor SerPl-mCnc"
"18937-3;Ketoconazole Susc Islt"
"66746-9;Specimen type"
"9727-9;Eosinophil/leuk NFr Nose Manual"
"802-9;Spherocytes Bld Ql Smear"
"42189-1;CD3+CD16+CD56+ Cells NFr Bld"
"33350-0;LSD Ur Scn-mCnc"
"22418-8;MuV IgM Ser Ql"
"23160-5;Leishmania Tiss IF"
"46430-5;A1AT 48h Stl-mCnt"
"44563-5;FLUAV Ag Nose Ql"
"6281-0;White mulberry IgE Qn"
"6022-8;Ascaris IgE Qn"
"791-4;RBC # CSF Auto"
"43610-5;HAdV Ag Nph Ql IF"
"87993-2;T gondii DNA BldCo Ql NAA+probe"
"158-6;Cephaloridine Islt KB"
"35878-8;E coli O157H7 IgM Ser-aCnc"
"1973-7;Bilirub CSF-mCnc"
"27959-6;Pyruvate BS Bld-mCnc"
"53857-9;Hgb F Bld-mCnc"
"97867-6;CHIKV IgM SerPl IA-aCnc"
"43272-4;Ceftobiprole Susc Islt"
"13933-7;Benzodiaz Hair-mCnt"
"562-9;C diff Stl Ql Cult"
"26418-4;C herbarum IgG4 RAST Ql"
"15269-4;Tree Allerg Mix 9 IgE Ql"
"96518-6;ONN virus IgG Spec Ql IA"
"30097-0;N men sg W135 Ag Spec Ql LA"
"26623-9;CHIKV Ab Ser Ql"
"38370-3;Voriconazole SerPl-mCnc"
"26999-3;(Hcys)2 Ur-sCnc"
"96511-1;Bwamba virus IgG Spec Ql IA"
